"til_names","CodeNames","CodeNums","FullNames","Names","Depths","counts","Sums"
"hy","hy",105,"\iHydrocotyle\i undiff.","115",115,0,"W"
"hy","hy",105,"\iHydrocotyle\i undiff.","120",120,0,"W"
"hy","hy",105,"\iHydrocotyle\i undiff.","125",125,2,"W"
"hy","hy",105,"\iHydrocotyle\i undiff.","130",130,0.100000001490116,"W"
"hy","hy",105,"\iHydrocotyle\i undiff.","135",135,0,"W"
"hy","hy",105,"\iHydrocotyle\i undiff.","140",140,0,"W"
"HN","HN",106,"\iHydrocotyle novae-zelandiae","10",10,0,"W"
"HN","HN",106,"\iHydrocotyle novae-zelandiae","30",30,0,"W"
"HN","HN",106,"\iHydrocotyle novae-zelandiae","40",40,0,"W"
"HN","HN",106,"\iHydrocotyle novae-zelandiae","45",45,0,"W"
"HN","HN",106,"\iHydrocotyle novae-zelandiae","50",50,0,"W"
"HN","HN",106,"\iHydrocotyle novae-zelandiae","55",55,0,"W"
"HN","HN",106,"\iHydrocotyle novae-zelandiae","60",60,0,"W"
"HN","HN",106,"\iHydrocotyle novae-zelandiae","65",65,0,"W"
"HN","HN",106,"\iHydrocotyle novae-zelandiae","70",70,0,"W"
"HN","HN",106,"\iHydrocotyle novae-zelandiae","75",75,0,"W"
"HN","HN",106,"\iHydrocotyle novae-zelandiae","80",80,0,"W"
"HN","HN",106,"\iHydrocotyle novae-zelandiae","85",85,0,"W"
"HN","HN",106,"\iHydrocotyle novae-zelandiae","90",90,0,"W"
"HN","HN",106,"\iHydrocotyle novae-zelandiae","95",95,0,"W"
"HN","HN",106,"\iHydrocotyle novae-zelandiae","100",100,0,"W"
"HN","HN",106,"\iHydrocotyle novae-zelandiae","105",105,1,"W"
"HN","HN",106,"\iHydrocotyle novae-zelandiae","110",110,1,"W"
"HN","HN",106,"\iHydrocotyle novae-zelandiae","115",115,0,"W"
"HN","HN",106,"\iHydrocotyle novae-zelandiae","120",120,0,"W"
"HN","HN",106,"\iHydrocotyle novae-zelandiae","125",125,0,"W"
"HN","HN",106,"\iHydrocotyle novae-zelandiae","130",130,0,"W"
"HN","HN",106,"\iHydrocotyle novae-zelandiae","135",135,0,"W"
"HN","HN",106,"\iHydrocotyle novae-zelandiae","140",140,0,"W"
"sz","sz",107,"\iSchizeilema\i type","10",10,0,"W"
"sz","sz",107,"\iSchizeilema\i type","30",30,0,"W"
"sz","sz",107,"\iSchizeilema\i type","40",40,0,"W"
"sz","sz",107,"\iSchizeilema\i type","45",45,0,"W"
"sz","sz",107,"\iSchizeilema\i type","50",50,0,"W"
"sz","sz",107,"\iSchizeilema\i type","55",55,0,"W"
"sz","sz",107,"\iSchizeilema\i type","60",60,0,"W"
"sz","sz",107,"\iSchizeilema\i type","65",65,0,"W"
"sz","sz",107,"\iSchizeilema\i type","70",70,0,"W"
"sz","sz",107,"\iSchizeilema\i type","75",75,0,"W"
"sz","sz",107,"\iSchizeilema\i type","80",80,0,"W"
"sz","sz",107,"\iSchizeilema\i type","85",85,0,"W"
"sz","sz",107,"\iSchizeilema\i type","90",90,0,"W"
"sz","sz",107,"\iSchizeilema\i type","95",95,0,"W"
"sz","sz",107,"\iSchizeilema\i type","100",100,0,"W"
"sz","sz",107,"\iSchizeilema\i type","105",105,0,"W"
"sz","sz",107,"\iSchizeilema\i type","110",110,0,"W"
"sz","sz",107,"\iSchizeilema\i type","115",115,0,"W"
"sz","sz",107,"\iSchizeilema\i type","120",120,0,"W"
"sz","sz",107,"\iSchizeilema\i type","125",125,0,"W"
"sz","sz",107,"\iSchizeilema\i type","130",130,0,"W"
"sz","sz",107,"\iSchizeilema\i type","135",135,0,"W"
"sz","sz",107,"\iSchizeilema\i type","140",140,0,"W"
"RF","RF",108,"\iRumex flexuosus\i type","10",10,0,"H"
"RF","RF",108,"\iRumex flexuosus\i type","30",30,0,"H"
"RF","RF",108,"\iRumex flexuosus\i type","40",40,0,"H"
"RF","RF",108,"\iRumex flexuosus\i type","45",45,0,"H"
"RF","RF",108,"\iRumex flexuosus\i type","50",50,0,"H"
"RF","RF",108,"\iRumex flexuosus\i type","55",55,0,"H"
"RF","RF",108,"\iRumex flexuosus\i type","60",60,0,"H"
"RF","RF",108,"\iRumex flexuosus\i type","65",65,0,"H"
"RF","RF",108,"\iRumex flexuosus\i type","70",70,0,"H"
"RF","RF",108,"\iRumex flexuosus\i type","75",75,0,"H"
"RF","RF",108,"\iRumex flexuosus\i type","80",80,0,"H"
"RF","RF",108,"\iRumex flexuosus\i type","85",85,0,"H"
"RF","RF",108,"\iRumex flexuosus\i type","90",90,0,"H"
"RF","RF",108,"\iRumex flexuosus\i type","95",95,0,"H"
"RF","RF",108,"\iRumex flexuosus\i type","100",100,0,"H"
"RF","RF",108,"\iRumex flexuosus\i type","105",105,0,"H"
"RF","RF",108,"\iRumex flexuosus\i type","110",110,0,"H"
"RF","RF",108,"\iRumex flexuosus\i type","115",115,0,"H"
"RF","RF",108,"\iRumex flexuosus\i type","120",120,0,"H"
"RF","RF",108,"\iRumex flexuosus\i type","125",125,0,"H"
"RF","RF",108,"\iRumex flexuosus\i type","130",130,0,"H"
"RF","RF",108,"\iRumex flexuosus\i type","135",135,0,"H"
"RF","RF",108,"\iRumex flexuosus\i type","140",140,0,"H"
"WA","WA",109,"\iWahlenbergia","10",10,0,"W"
"WA","WA",109,"\iWahlenbergia","30",30,0,"W"
"WA","WA",109,"\iWahlenbergia","40",40,0,"W"
"WA","WA",109,"\iWahlenbergia","45",45,0,"W"
"WA","WA",109,"\iWahlenbergia","50",50,0,"W"
"WA","WA",109,"\iWahlenbergia","55",55,0,"W"
"WA","WA",109,"\iWahlenbergia","60",60,0,"W"
"WA","WA",109,"\iWahlenbergia","65",65,0,"W"
"WA","WA",109,"\iWahlenbergia","70",70,0,"W"
"WA","WA",109,"\iWahlenbergia","75",75,0,"W"
"WA","WA",109,"\iWahlenbergia","80",80,0,"W"
"WA","WA",109,"\iWahlenbergia","85",85,0,"W"
"WA","WA",109,"\iWahlenbergia","90",90,0,"W"
"WA","WA",109,"\iWahlenbergia","95",95,0,"W"
"WA","WA",109,"\iWahlenbergia","100",100,0,"W"
"WA","WA",109,"\iWahlenbergia","105",105,0,"W"
"WA","WA",109,"\iWahlenbergia","110",110,0,"W"
"WA","WA",109,"\iWahlenbergia","115",115,0,"W"
"WA","WA",109,"\iWahlenbergia","120",120,0,"W"
"WA","WA",109,"\iWahlenbergia","125",125,0,"W"
"WA","WA",109,"\iWahlenbergia","130",130,0,"W"
"WA","WA",109,"\iWahlenbergia","135",135,0,"W"
"WA","WA",109,"\iWahlenbergia","140",140,0,"W"
"SE","SE",110,"\iSelliera","10",10,0,"W"
"SE","SE",110,"\iSelliera","30",30,0,"W"
"SE","SE",110,"\iSelliera","40",40,0,"W"
"SE","SE",110,"\iSelliera","45",45,0,"W"
"SE","SE",110,"\iSelliera","50",50,0,"W"
"SE","SE",110,"\iSelliera","55",55,0,"W"
"SE","SE",110,"\iSelliera","60",60,0,"W"
"SE","SE",110,"\iSelliera","65",65,0,"W"
"SE","SE",110,"\iSelliera","70",70,0,"W"
"SE","SE",110,"\iSelliera","75",75,0,"W"
"SE","SE",110,"\iSelliera","80",80,0,"W"
"SE","SE",110,"\iSelliera","85",85,0,"W"
"SE","SE",110,"\iSelliera","90",90,0,"W"
"SE","SE",110,"\iSelliera","95",95,0,"W"
"SE","SE",110,"\iSelliera","100",100,0,"W"
"SE","SE",110,"\iSelliera","105",105,0,"W"
"SE","SE",110,"\iSelliera","110",110,0,"W"
"SE","SE",110,"\iSelliera","115",115,0,"W"
"SE","SE",110,"\iSelliera","120",120,0,"W"
"SE","SE",110,"\iSelliera","125",125,0,"W"
"SE","SE",110,"\iSelliera","130",130,0,"W"
"SE","SE",110,"\iSelliera","135",135,0,"W"
"SE","SE",110,"\iSelliera","140",140,0,"W"
"ti","ti",111,"\iTilaea","10",10,0,"W"
"ti","ti",111,"\iTilaea","30",30,0,"W"
"ti","ti",111,"\iTilaea","40",40,0,"W"
"ti","ti",111,"\iTilaea","45",45,0,"W"
"ti","ti",111,"\iTilaea","50",50,0,"W"
"ti","ti",111,"\iTilaea","55",55,0,"W"
"ti","ti",111,"\iTilaea","60",60,0,"W"
"ti","ti",111,"\iTilaea","65",65,0,"W"
"ti","ti",111,"\iTilaea","70",70,0,"W"
"ti","ti",111,"\iTilaea","75",75,0,"W"
"ti","ti",111,"\iTilaea","80",80,0,"W"
"ti","ti",111,"\iTilaea","85",85,0,"W"
"ti","ti",111,"\iTilaea","90",90,0,"W"
"ti","ti",111,"\iTilaea","95",95,0,"W"
"ti","ti",111,"\iTilaea","100",100,0,"W"
"ti","ti",111,"\iTilaea","105",105,0,"W"
"ti","ti",111,"\iTilaea","110",110,0,"W"
"ti","ti",111,"\iTilaea","115",115,0,"W"
"ti","ti",111,"\iTilaea","120",120,0,"W"
"ti","ti",111,"\iTilaea","125",125,0,"W"
"ti","ti",111,"\iTilaea","130",130,0,"W"
"ti","ti",111,"\iTilaea","135",135,0,"W"
"ti","ti",111,"\iTilaea","140",140,0,"W"
"CL","CL",112,"\iCallitriche","10",10,0,"W"
"CL","CL",112,"\iCallitriche","30",30,0,"W"
"CL","CL",112,"\iCallitriche","40",40,0,"W"
"CL","CL",112,"\iCallitriche","45",45,0,"W"
"CL","CL",112,"\iCallitriche","50",50,0,"W"
"CL","CL",112,"\iCallitriche","55",55,0,"W"
"CL","CL",112,"\iCallitriche","60",60,0,"W"
"CL","CL",112,"\iCallitriche","65",65,0,"W"
"CL","CL",112,"\iCallitriche","70",70,0,"W"
"CL","CL",112,"\iCallitriche","75",75,0,"W"
"CL","CL",112,"\iCallitriche","80",80,0,"W"
"CL","CL",112,"\iCallitriche","85",85,0,"W"
"CL","CL",112,"\iCallitriche","90",90,0,"W"
"CL","CL",112,"\iCallitriche","95",95,0,"W"
"CL","CL",112,"\iCallitriche","100",100,0,"W"
"CL","CL",112,"\iCallitriche","105",105,0,"W"
"CL","CL",112,"\iCallitriche","110",110,0,"W"
"CL","CL",112,"\iCallitriche","115",115,0,"W"
"CL","CL",112,"\iCallitriche","120",120,0,"W"
"CL","CL",112,"\iCallitriche","125",125,0,"W"
"CL","CL",112,"\iCallitriche","130",130,0,"W"
"CL","CL",112,"\iCallitriche","135",135,0,"W"
"CL","CL",112,"\iCallitriche","140",140,0,"W"
"CN","CN",113,"Centrolepidaceae","10",10,0,"W"
"CN","CN",113,"Centrolepidaceae","30",30,0,"W"
"CN","CN",113,"Centrolepidaceae","40",40,0,"W"
"CN","CN",113,"Centrolepidaceae","45",45,0,"W"
"CN","CN",113,"Centrolepidaceae","50",50,0,"W"
"CN","CN",113,"Centrolepidaceae","55",55,0,"W"
"CN","CN",113,"Centrolepidaceae","60",60,0,"W"
"CN","CN",113,"Centrolepidaceae","65",65,0,"W"
"CN","CN",113,"Centrolepidaceae","70",70,0,"W"
"CN","CN",113,"Centrolepidaceae","75",75,0,"W"
"CN","CN",113,"Centrolepidaceae","80",80,0.100000001490116,"W"
"CN","CN",113,"Centrolepidaceae","85",85,0,"W"
"CN","CN",113,"Centrolepidaceae","90",90,0,"W"
"CN","CN",113,"Centrolepidaceae","95",95,0,"W"
"CN","CN",113,"Centrolepidaceae","100",100,0.100000001490116,"W"
"CN","CN",113,"Centrolepidaceae","105",105,1,"W"
"CN","CN",113,"Centrolepidaceae","110",110,0,"W"
"CN","CN",113,"Centrolepidaceae","115",115,0,"W"
"CN","CN",113,"Centrolepidaceae","120",120,1,"W"
"CN","CN",113,"Centrolepidaceae","125",125,0,"W"
"CN","CN",113,"Centrolepidaceae","130",130,1,"W"
"CN","CN",113,"Centrolepidaceae","135",135,0,"W"
"CN","CN",113,"Centrolepidaceae","140",140,0,"W"
"CY","CY",114,"total Cyperaceae","10",10,52,"O"
"CY","CY",114,"total Cyperaceae","30",30,67,"O"
"CY","CY",114,"total Cyperaceae","40",40,11,"O"
"CY","CY",114,"total Cyperaceae","45",45,195,"O"
"CY","CY",114,"total Cyperaceae","50",50,110,"O"
"CY","CY",114,"total Cyperaceae","55",55,11,"O"
"CY","CY",114,"total Cyperaceae","60",60,10,"O"
"CY","CY",114,"total Cyperaceae","65",65,12,"O"
"CY","CY",114,"total Cyperaceae","70",70,21,"O"
"CY","CY",114,"total Cyperaceae","75",75,8,"O"
"CY","CY",114,"total Cyperaceae","80",80,0,"O"
"CY","CY",114,"total Cyperaceae","85",85,2,"O"
"CY","CY",114,"total Cyperaceae","90",90,12,"O"
"CY","CY",114,"total Cyperaceae","95",95,18,"O"
"CY","CY",114,"total Cyperaceae","100",100,0,"O"
"CY","CY",114,"total Cyperaceae","105",105,7,"O"
"CY","CY",114,"total Cyperaceae","110",110,0,"O"
"CY","CY",114,"total Cyperaceae","115",115,10,"O"
"CY","CY",114,"total Cyperaceae","120",120,46,"O"
"CY","CY",114,"total Cyperaceae","125",125,28,"O"
"CY","CY",114,"total Cyperaceae","130",130,21,"O"
"CY","CY",114,"total Cyperaceae","135",135,6,"O"
"CY","CY",114,"total Cyperaceae","140",140,2,"O"
"c1","c1",115,"Cyperaceae undiff","10",10,3,"W"
"c1","c1",115,"Cyperaceae undiff","30",30,1,"W"
"c1","c1",115,"Cyperaceae undiff","40",40,0,"W"
"c1","c1",115,"Cyperaceae undiff","45",45,19,"W"
"c1","c1",115,"Cyperaceae undiff","50",50,1,"W"
"c1","c1",115,"Cyperaceae undiff","55",55,0,"W"
"c1","c1",115,"Cyperaceae undiff","60",60,1,"W"
"c1","c1",115,"Cyperaceae undiff","65",65,2,"W"
"c1","c1",115,"Cyperaceae undiff","70",70,2,"W"
"c1","c1",115,"Cyperaceae undiff","75",75,0,"W"
"c1","c1",115,"Cyperaceae undiff","80",80,0,"W"
"c1","c1",115,"Cyperaceae undiff","85",85,1,"W"
"c1","c1",115,"Cyperaceae undiff","90",90,8,"W"
"c1","c1",115,"Cyperaceae undiff","95",95,0,"W"
"c1","c1",115,"Cyperaceae undiff","100",100,6,"W"
"c1","c1",115,"Cyperaceae undiff","105",105,7,"W"
"c1","c1",115,"Cyperaceae undiff","110",110,0,"W"
"c1","c1",115,"Cyperaceae undiff","115",115,10,"W"
"c1","c1",115,"Cyperaceae undiff","120",120,36,"W"
"c1","c1",115,"Cyperaceae undiff","125",125,17,"W"
"c1","c1",115,"Cyperaceae undiff","130",130,21,"W"
"c1","c1",115,"Cyperaceae undiff","135",135,6,"W"
"c1","c1",115,"Cyperaceae undiff","140",140,2,"W"
"C2","C2",116,"\iCarex type","10",10,0,"W"
"C2","C2",116,"\iCarex type","30",30,5,"W"
"C2","C2",116,"\iCarex type","40",40,3,"W"
"C2","C2",116,"\iCarex type","45",45,0,"W"
"C2","C2",116,"\iCarex type","50",50,0,"W"
"C2","C2",116,"\iCarex type","55",55,1,"W"
"C2","C2",116,"\iCarex type","60",60,1,"W"
"C2","C2",116,"\iCarex type","65",65,0,"W"
"C2","C2",116,"\iCarex type","70",70,0,"W"
"C2","C2",116,"\iCarex type","75",75,1,"W"
"C2","C2",116,"\iCarex type","80",80,0,"W"
"C2","C2",116,"\iCarex type","85",85,0,"W"
"C2","C2",116,"\iCarex type","90",90,0,"W"
"C2","C2",116,"\iCarex type","95",95,10,"W"
"C2","C2",116,"\iCarex type","100",100,0,"W"
"C2","C2",116,"\iCarex type","105",105,0,"W"
"C2","C2",116,"\iCarex type","110",110,0,"W"
"C2","C2",116,"\iCarex type","115",115,0,"W"
"C2","C2",116,"\iCarex type","120",120,0,"W"
"C2","C2",116,"\iCarex type","125",125,0,"W"
"C2","C2",116,"\iCarex type","130",130,0,"W"
"C2","C2",116,"\iCarex type","135",135,0,"W"
"C2","C2",116,"\iCarex type","140",140,0,"W"
"C3","C3",117,"\iIsolepis","10",10,49,"W"
"C3","C3",117,"\iIsolepis","30",30,61,"W"
"C3","C3",117,"\iIsolepis","40",40,8,"W"
"C3","C3",117,"\iIsolepis","45",45,176,"W"
"C3","C3",117,"\iIsolepis","50",50,109,"W"
"C3","C3",117,"\iIsolepis","55",55,10,"W"
"C3","C3",117,"\iIsolepis","60",60,8,"W"
"C3","C3",117,"\iIsolepis","65",65,10,"W"
"C3","C3",117,"\iIsolepis","70",70,19,"W"
"C3","C3",117,"\iIsolepis","75",75,7,"W"
"C3","C3",117,"\iIsolepis","80",80,3,"W"
"C3","C3",117,"\iIsolepis","85",85,1,"W"
"C3","C3",117,"\iIsolepis","90",90,4,"W"
"C3","C3",117,"\iIsolepis","95",95,8,"W"
"C3","C3",117,"\iIsolepis","100",100,2,"W"
"C3","C3",117,"\iIsolepis","105",105,0,"W"
"C3","C3",117,"\iIsolepis","110",110,0,"W"
"C3","C3",117,"\iIsolepis","115",115,0,"W"
"C3","C3",117,"\iIsolepis","120",120,10,"W"
"C3","C3",117,"\iIsolepis","125",125,11,"W"
"C3","C3",117,"\iIsolepis","130",130,1,"W"
"C3","C3",117,"\iIsolepis","135",135,0,"W"
"C3","C3",117,"\iIsolepis","140",140,0,"W"
"EM","EM",118,"\iEmpodisma","10",10,501,"W"
"EM","EM",118,"\iEmpodisma","30",30,44,"W"
"EM","EM",118,"\iEmpodisma","40",40,60,"W"
"EM","EM",118,"\iEmpodisma","45",45,3,"W"
"EM","EM",118,"\iEmpodisma","50",50,4,"W"
"EM","EM",118,"\iEmpodisma","55",55,10,"W"
"EM","EM",118,"\iEmpodisma","60",60,17,"W"
"EM","EM",118,"\iEmpodisma","65",65,8,"W"
"EM","EM",118,"\iEmpodisma","70",70,4,"W"
"EM","EM",118,"\iEmpodisma","75",75,4,"W"
"EM","EM",118,"\iEmpodisma","80",80,0,"W"
"EM","EM",118,"\iEmpodisma","85",85,0,"W"
"EM","EM",118,"\iEmpodisma","90",90,0,"W"
"EM","EM",118,"\iEmpodisma","95",95,0,"W"
"EM","EM",118,"\iEmpodisma","100",100,0,"W"
"EM","EM",118,"\iEmpodisma","105",105,5,"W"
"EM","EM",118,"\iEmpodisma","110",110,4,"W"
"EM","EM",118,"\iEmpodisma","115",115,19,"W"
"EM","EM",118,"\iEmpodisma","120",120,9,"W"
"EM","EM",118,"\iEmpodisma","125",125,7,"W"
"EM","EM",118,"\iEmpodisma","130",130,0,"W"
"EM","EM",118,"\iEmpodisma","135",135,0,"W"
"EM","EM",118,"\iEmpodisma","140",140,0,"W"
"LT","LT",119,"\iLeptocarpus","10",10,0,"W"
"LT","LT",119,"\iLeptocarpus","30",30,0,"W"
"LT","LT",119,"\iLeptocarpus","40",40,0,"W"
"LT","LT",119,"\iLeptocarpus","45",45,0,"W"
"LT","LT",119,"\iLeptocarpus","50",50,0,"W"
"LT","LT",119,"\iLeptocarpus","55",55,0,"W"
"LT","LT",119,"\iLeptocarpus","60",60,0,"W"
"LT","LT",119,"\iLeptocarpus","65",65,0,"W"
"LT","LT",119,"\iLeptocarpus","70",70,0,"W"
"LT","LT",119,"\iLeptocarpus","75",75,0,"W"
"LT","LT",119,"\iLeptocarpus","80",80,0,"W"
"LT","LT",119,"\iLeptocarpus","85",85,0,"W"
"LT","LT",119,"\iLeptocarpus","90",90,0,"W"
"LT","LT",119,"\iLeptocarpus","95",95,0,"W"
"LT","LT",119,"\iLeptocarpus","100",100,0,"W"
"LT","LT",119,"\iLeptocarpus","105",105,0,"W"
"LT","LT",119,"\iLeptocarpus","110",110,0,"W"
"LT","LT",119,"\iLeptocarpus","115",115,0,"W"
"LT","LT",119,"\iLeptocarpus","120",120,0,"W"
"LT","LT",119,"\iLeptocarpus","125",125,0,"W"
"LT","LT",119,"\iLeptocarpus","130",130,0,"W"
"LT","LT",119,"\iLeptocarpus","135",135,0,"W"
"LT","LT",119,"\iLeptocarpus","140",140,0,"W"
"Ph","Ph",120,"\iPhormium","10",10,0,"W"
"Ph","Ph",120,"\iPhormium","30",30,0,"W"
"Ph","Ph",120,"\iPhormium","40",40,0,"W"
"Ph","Ph",120,"\iPhormium","45",45,0,"W"
"Ph","Ph",120,"\iPhormium","50",50,0,"W"
"Ph","Ph",120,"\iPhormium","55",55,0,"W"
"Ph","Ph",120,"\iPhormium","60",60,0,"W"
"Ph","Ph",120,"\iPhormium","65",65,0,"W"
"Ph","Ph",120,"\iPhormium","70",70,0,"W"
"Ph","Ph",120,"\iPhormium","75",75,0,"W"
"Ph","Ph",120,"\iPhormium","80",80,0,"W"
"Ph","Ph",120,"\iPhormium","85",85,0,"W"
"Ph","Ph",120,"\iPhormium","90",90,0,"W"
"Ph","Ph",120,"\iPhormium","95",95,0,"W"
"Ph","Ph",120,"\iPhormium","100",100,0,"W"
"Ph","Ph",120,"\iPhormium","105",105,0,"W"
"Ph","Ph",120,"\iPhormium","110",110,0,"W"
"Ph","Ph",120,"\iPhormium","115",115,0,"W"
"Ph","Ph",120,"\iPhormium","120",120,0,"W"
"Ph","Ph",120,"\iPhormium","125",125,0,"W"
"Ph","Ph",120,"\iPhormium","130",130,0,"W"
"Ph","Ph",120,"\iPhormium","135",135,0,"W"
"Ph","Ph",120,"\iPhormium","140",140,0,"W"
"ga","ga",121,"\iGalium","10",10,0,"W"
"ga","ga",121,"\iGalium","30",30,0,"W"
"ga","ga",121,"\iGalium","40",40,0,"W"
"ga","ga",121,"\iGalium","45",45,0,"W"
"ga","ga",121,"\iGalium","50",50,0,"W"
"ga","ga",121,"\iGalium","55",55,0,"W"
"ga","ga",121,"\iGalium","60",60,0,"W"
"ga","ga",121,"\iGalium","65",65,0,"W"
"ga","ga",121,"\iGalium","70",70,0,"W"
"ga","ga",121,"\iGalium","75",75,0,"W"
"ga","ga",121,"\iGalium","80",80,0,"W"
"ga","ga",121,"\iGalium","85",85,0,"W"
"ga","ga",121,"\iGalium","90",90,0,"W"
"ga","ga",121,"\iGalium","95",95,0,"W"
"ga","ga",121,"\iGalium","100",100,0,"W"
"ga","ga",121,"\iGalium","105",105,0,"W"
"ga","ga",121,"\iGalium","110",110,0,"W"
"ga","ga",121,"\iGalium","115",115,0,"W"
"ga","ga",121,"\iGalium","120",120,0,"W"
"ga","ga",121,"\iGalium","125",125,0,"W"
"ga","ga",121,"\iGalium","130",130,0,"W"
"ga","ga",121,"\iGalium","135",135,0,"W"
"ga","ga",121,"\iGalium","140",140,0,"W"
"GY","GY",122,"\iGunnera","10",10,0,"W"
"GY","GY",122,"\iGunnera","30",30,0,"W"
"GY","GY",122,"\iGunnera","40",40,0,"W"
"GY","GY",122,"\iGunnera","45",45,0,"W"
"GY","GY",122,"\iGunnera","50",50,0,"W"
"GY","GY",122,"\iGunnera","55",55,0,"W"
"GY","GY",122,"\iGunnera","60",60,0,"W"
"GY","GY",122,"\iGunnera","65",65,0,"W"
"GY","GY",122,"\iGunnera","70",70,0,"W"
"GY","GY",122,"\iGunnera","75",75,0,"W"
"GY","GY",122,"\iGunnera","80",80,0,"W"
"GY","GY",122,"\iGunnera","85",85,0,"W"
"GY","GY",122,"\iGunnera","90",90,0,"W"
"GY","GY",122,"\iGunnera","95",95,0,"W"
"GY","GY",122,"\iGunnera","100",100,0,"W"
"GY","GY",122,"\iGunnera","105",105,0,"W"
"GY","GY",122,"\iGunnera","110",110,0.100000001490116,"W"
"GY","GY",122,"\iGunnera","115",115,1,"W"
"GY","GY",122,"\iGunnera","120",120,0,"W"
"GY","GY",122,"\iGunnera","125",125,0,"W"
"GY","GY",122,"\iGunnera","130",130,1,"W"
"GY","GY",122,"\iGunnera","135",135,0,"W"
"GY","GY",122,"\iGunnera","140",140,2,"W"
"MF","MF",123,"\iMontia fontana","10",10,0,"W"
"MF","MF",123,"\iMontia fontana","30",30,0,"W"
"MF","MF",123,"\iMontia fontana","40",40,0,"W"
"MF","MF",123,"\iMontia fontana","45",45,0,"W"
"MF","MF",123,"\iMontia fontana","50",50,0,"W"
"MF","MF",123,"\iMontia fontana","55",55,0,"W"
"MF","MF",123,"\iMontia fontana","60",60,0,"W"
"MF","MF",123,"\iMontia fontana","65",65,0,"W"
"MF","MF",123,"\iMontia fontana","70",70,0,"W"
"MF","MF",123,"\iMontia fontana","75",75,0,"W"
"MF","MF",123,"\iMontia fontana","80",80,0,"W"
"MF","MF",123,"\iMontia fontana","85",85,0,"W"
"MF","MF",123,"\iMontia fontana","90",90,0,"W"
"MF","MF",123,"\iMontia fontana","95",95,0,"W"
"MF","MF",123,"\iMontia fontana","100",100,0,"W"
"MF","MF",123,"\iMontia fontana","105",105,0,"W"
"MF","MF",123,"\iMontia fontana","110",110,0,"W"
"MF","MF",123,"\iMontia fontana","115",115,0,"W"
"MF","MF",123,"\iMontia fontana","120",120,0,"W"
"MF","MF",123,"\iMontia fontana","125",125,0,"W"
"MF","MF",123,"\iMontia fontana","130",130,0,"W"
"MF","MF",123,"\iMontia fontana","135",135,0,"W"
"MF","MF",123,"\iMontia fontana","140",140,0,"W"
"no","no",124,"\iNeopaxia australasica","10",10,0,"W"
"no","no",124,"\iNeopaxia australasica","30",30,0,"W"
"no","no",124,"\iNeopaxia australasica","40",40,0,"W"
"no","no",124,"\iNeopaxia australasica","45",45,0,"W"
"no","no",124,"\iNeopaxia australasica","50",50,0,"W"
"no","no",124,"\iNeopaxia australasica","55",55,0,"W"
"no","no",124,"\iNeopaxia australasica","60",60,0,"W"
"no","no",124,"\iNeopaxia australasica","65",65,0,"W"
"no","no",124,"\iNeopaxia australasica","70",70,0,"W"
"no","no",124,"\iNeopaxia australasica","75",75,0,"W"
"no","no",124,"\iNeopaxia australasica","80",80,0,"W"
"no","no",124,"\iNeopaxia australasica","85",85,0,"W"
"no","no",124,"\iNeopaxia australasica","90",90,0,"W"
"no","no",124,"\iNeopaxia australasica","95",95,0,"W"
"no","no",124,"\iNeopaxia australasica","100",100,0,"W"
"no","no",124,"\iNeopaxia australasica","105",105,0,"W"
"no","no",124,"\iNeopaxia australasica","110",110,0,"W"
"no","no",124,"\iNeopaxia australasica","115",115,0,"W"
"no","no",124,"\iNeopaxia australasica","120",120,0,"W"
"no","no",124,"\iNeopaxia australasica","125",125,0,"W"
"no","no",124,"\iNeopaxia australasica","130",130,0,"W"
"no","no",124,"\iNeopaxia australasica","135",135,0,"W"
"no","no",124,"\iNeopaxia australasica","140",140,0,"W"
"SG","SG",125,"\iSphagnum","10",10,481,"W"
"SG","SG",125,"\iSphagnum","30",30,144,"W"
"SG","SG",125,"\iSphagnum","40",40,13,"W"
"SG","SG",125,"\iSphagnum","45",45,25,"W"
"SG","SG",125,"\iSphagnum","50",50,18,"W"
"SG","SG",125,"\iSphagnum","55",55,11,"W"
"SG","SG",125,"\iSphagnum","60",60,13,"W"
"SG","SG",125,"\iSphagnum","65",65,8,"W"
"SG","SG",125,"\iSphagnum","70",70,4,"W"
"SG","SG",125,"\iSphagnum","75",75,5,"W"
"SG","SG",125,"\iSphagnum","80",80,3,"W"
"SG","SG",125,"\iSphagnum","85",85,2,"W"
"SG","SG",125,"\iSphagnum","90",90,0,"W"
"SG","SG",125,"\iSphagnum","95",95,24,"W"
"SG","SG",125,"\iSphagnum","100",100,7,"W"
"SG","SG",125,"\iSphagnum","105",105,19,"W"
"SG","SG",125,"\iSphagnum","110",110,0,"W"
"SG","SG",125,"\iSphagnum","115",115,1,"W"
"SG","SG",125,"\iSphagnum","120",120,0,"W"
"SG","SG",125,"\iSphagnum","125",125,0,"W"
"SG","SG",125,"\iSphagnum","130",130,0,"W"
"SG","SG",125,"\iSphagnum","135",135,0,"W"
"SG","SG",125,"\iSphagnum","140",140,0,"W"
"li","li",126,"\iLiaeopsis","10",10,0,"W"
"li","li",126,"\iLiaeopsis","30",30,0,"W"
"li","li",126,"\iLiaeopsis","40",40,0,"W"
"li","li",126,"\iLiaeopsis","45",45,0,"W"
"li","li",126,"\iLiaeopsis","50",50,0,"W"
"li","li",126,"\iLiaeopsis","55",55,0,"W"
